SpMax_L,F04[C-N],C%,nO,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,Class*
5.163,3,31.6,7,3.817,1.225,10.607,14,1.137,1.156,0,3,0,1.167,1,0,0,0,2.411,0,0,62.168,1.526,0
4.807,0,46.2,1,3.462,0.881,9.833,2,1.048,1.103,0,0,0,1.321,1,0,1,0,2.246,-0.026,0,0,1.06,0
5.019,3,37.5,4,3.891,1.886,10.548,7,1.029,1.131,0,0,0,1.23,1,0,1,0,2.366,0,0,22.352,3.188,0
5.119,0,46.2,1,3.825,0.832,10.265,2,1.098,1.095,0,0,0,1.344,1,0,1,0,2.365,-0.008,0,0,0.952,0
5.26,0,37.5,2,4.387,2.929,10.814,5,1.013,1.124,0,0,0,1.281,1,0,1,0,2.438,0,0,11.973,6.971,0
4.783,0,50,1,3.319,1.187,9.668,2,1.022,1.1,0,0,0,1.321,1,0,1,0,2.222,-0.026,0,10.143,1.358,0
4.543,0,47.6,1,3.315,1.705,9.722,1,0.988,1.109,0,0,0,1.296,1,0,0,0,2.166,-0.008,0,10.53,2.905,0
5.072,0,35.4,4,4.429,3.61,10.833,12,0.978,1.134,0,0,0,1.212,1,0,0,0,2.351,0,0,25.194,10.844,0
5.315,0,40.7,2,3.461,1.23,10.548,4,0.994,1.123,0,0,0,1.243,1,0,0,0,2.334,-0.002,0,10.562,2.215,0
5.107,0,39.3,3,3.533,1.876,10.447,8,1.006,1.126,0,0,0,1.217,1,0,0,0,2.248,0.001,0,11.344,3.439,0
4.882,2,41.2,4,3.483,1.258,10.136,8,1.069,1.127,0,1,0,1.199,1,0,0,0,2.288,0.005,0,30.73,2.011,0
5.489,0,35,3,4.423,3.682,11.345,8,0.974,1.135,0,0,0,1.225,1,0,0,0,2.466,0,0,12.336,11.779,0
4.828,6,57.1,0,3.292,1.261,9.749,0,1.006,1.101,0,0,0,1.35,1,0,0,0,2.247,0.015,0,0,1.436,0
4.914,4,40.5,3,3.986,1.426,10.632,3,1.003,1.128,0,0,0,1.232,2,0,0,0,2.328,0,0,12.142,4.181,0
4,0,33.3,0,3.22,0,9.314,0,0.961,1.138,0,0,0,1.205,1,0,0,0,2,0.003,0,0,1.244,0
4.732,0,42.9,0,3.549,1.187,9.642,0,1.011,1.091,0,0,0,1.421,1,0,1,0,2.194,-0.024,0,0,1.659,0
4.733,0,37.9,3,4.248,2.513,10.593,11,0.981,1.125,0,0,0,1.261,2,0,0,0,2.259,0,0,0,7.746,0
5.272,2,36,3,3.817,1.754,10.523,8,1.022,1.114,0,0,0,1.321,1,0,0,0,2.307,-0.001,0,0,2.952,0
4.872,3,36,2,3.472,1.508,10.166,3,1.011,1.14,0,0,0,1.215,1,0,0,0,2.296,-0.002,0,10.696,2.373,0
5.096,0,52.2,1,5.261,0.749,10.806,4,1.049,1.058,0,0,0,1.513,2,1,0,0,2.396,0,1,0,3.141,0
4.782,1,40,2,3.324,1.273,9.947,4,1.015,1.129,0,0,0,1.215,1,0,0,0,2.251,-0.008,0,10.38,1.951,0
4.892,2,36.7,3,3.598,1.805,10.235,7,1.009,1.134,0,0,0,1.205,1,0,0,0,2.295,-0.001,0,11.03,2.809,0
5.451,0,42.4,2,4.191,1.113,10.865,8,1.013,1.099,0,0,0,1.36,2,0,1,0,2.409,0,0,0,3.05,0
5.106,0,47.1,0,3.656,1,10.411,0,0.969,1.11,0,0,0,1.311,2,0,0,0,2.384,0,0,0,2.266,0
4.928,0,45,0,3.753,0,10.506,0,0.968,1.114,0,0,0,1.29,3,0,0,0,2.348,0,0,0,3.091,0
5.075,0,48.3,3,3.768,0.922,10.518,9,1.01,1.108,0,0,0,1.263,2,0,0,0,2.369,0,0,12.066,2.847,0
5.459,2,41.7,3,3.784,1.029,10.764,6,1.029,1.113,0,0,0,1.28,3,0,0,0,2.462,0,0,22.286,1.583,0
5.35,2,40,4,3.843,1.024,10.837,9,1.041,1.117,0,0,0,1.254,3,0,0,0,2.442,0,0,21.854,1.865,0
5.35,2,40,4,3.843,1.024,10.837,9,1.041,1.117,0,0,0,1.251,3,0,0,0,2.443,0,0,21.831,1.871,0
5.161,0,46.4,5,3.844,0.745,10.717,13,1.038,1.112,0,0,0,1.222,2,0,0,0,2.404,0,0,12.008,2.924,0
5.164,0,26.7,2,3.083,0.917,9.968,4,1.018,1.133,0,0,0,1.245,1,0,0,0,2.256,-0.072,0,20.861,0.939,0
4.802,5,39.4,0,3.892,0,10.46,0,0.986,1.113,0,0,0,1.339,4,0,0,0,2.384,0,0,0,3.735,0
4.562,0,33.3,2,3.052,0.875,9.54,2,1.062,1.153,1,0,0,1.166,1,0,0,0,2.17,0.05,0,20.392,1.14,0
5.062,0,26.3,6,4.146,1.975,10.792,12,1.021,1.162,0,0,0,1.137,1,0,0,0,2.404,0,0,0,2.398,0
4.807,0,26.3,0,3.352,0.881,9.833,0,0.994,1.131,0,0,0,1.334,1,0,0,0,2.246,-0.023,0,0,1.06,0
5.092,3,51.5,2,3.945,0.548,10.725,6,1.002,1.103,0,0,0,1.304,4,0,0,0,2.412,0,0,12.207,3.461,0
5.051,16,41.9,8,5.032,0.964,11.786,14,1.032,1.124,0,0,0,1.265,4,0,1,0,2.399,0,0,50.918,9.592,0
3.618,0,44.4,1,2.593,0,8.412,0,1.011,1.116,0,0,0,1.332,1,0,0,0,2,-0.237,0,0,0.579,0
5.389,3,41.7,3,3.772,1.506,10.698,9,1.029,1.113,0,0,0,1.278,3,0,0,0,2.504,0,0,23.066,2.22,0
5.318,0,36.4,3,3.7,0.985,10.545,9,1.02,1.107,0,0,0,1.317,3,0,0,0,2.402,0.001,0,0,1.511,0
5.306,11,36.2,6,4.217,1.577,11.222,9,1.031,1.14,0,0,0,1.191,6,0,0,0,2.527,0,0,23.86,3.172,0
4.843,1,34.4,5,3.729,2.297,10.299,7,1.029,1.139,0,0,0,1.153,1,0,0,0,2.268,0,0,10.307,4.371,0
3.618,0,27.3,0,3.679,1.522,7.853,0,1.008,1.131,0,0,0,1.338,0,1,1,0,1.732,0.336,0,0,2.094,0
3,0,25,0,3.426,0.918,6.594,0,0.985,1.136,0,0,0,1.383,0,1,0,0,1.414,0.691,0,0,1.333,0
5.051,2,30,6,4.214,3.546,10.717,9,0.991,1.146,0,0,0,1.141,0,0,0,0,2.291,0,0,11.784,10.986,0
4.876,2,30,2,3.21,1.193,10.053,4,1.02,1.154,0,0,0,1.174,1,0,0,0,2.336,0.014,0,21.357,1.586,0
4.953,2,40,2,3.351,1.273,9.975,4,1.015,1.129,0,1,0,1.241,1,0,0,0,2.288,-0.008,0,20.772,1.602,0
5.418,0,54.5,0,4.608,0.72,11.151,0,1.121,1.069,0,0,0,1.413,2,0,1,0,2.532,0,0,0,2.359,0
